X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m,
D,3/3/22 19:41,3/2/22,IRM,Iron Mountain Inc,Borges Daniel,"SVP, Chief Accounting Officer",S - Sale+OE,$49.67 ,-584,0,-100%,"($29,007)",,,,,
,3/3/22 18:29,3/1/22,AIRC,Apartment Income Reit Corp.,Rayis John D,Dir,P - Purchase,$50.52 ,500,"7,412",7%,"$25,261 ",,,,,
D,3/3/22 16:44,3/1/22,DOC,Physicians Realty Trust,Theiler Jeffrey,EVP - CFO,P - Purchase,$16.26 ,"9,225","256,978",4%,"$149,999 ",,,,,
D,3/3/22 16:33,3/2/22,EQIX,Equinix Inc,Taylor Keith D,CFO,S - Sale+OE,$705.42 ,-81,"22,120",0%,"($57,139)",,,,,
D,3/3/22 16:30,3/2/22,EQIX,Equinix Inc,Strohmeyer Karl,"Chief Customer, Rev Officer",S - Sale+OE,$705.68 ,-57,"17,246",0%,"($40,224)",,,,,
D,3/3/22 16:27,3/2/22,EQIX,Equinix Inc,Miller Simon,Chief Accounting Officer,S - Sale+OE,$704.35 ,-370,"3,645",-9%,"($260,609)",,,,,
D,3/3/22 16:23,3/2/22,EQIX,Equinix Inc,Meyers Charles J,"CEO, Pres",S - Sale+OE,$705.22 ,"-1,744","19,683",-8%,"($1,229,904)",,,,,
D,3/3/22 16:21,3/2/22,EQIX,Equinix Inc,Lin Jonathan,"EVP, GM, Data Center Services",S - Sale+OE,$704.34 ,-251,"4,707",-5%,"($176,790)",,,,,
D,3/3/22 16:19,3/2/22,EQIX,Equinix Inc,Morandi Brandi Galvin,"Chief Legal, HR Officer",S - Sale+OE,$705.98 ,-67,"21,640",0%,"($47,300)",,,,,
D,3/3/22 16:18,3/2/22,EQIX,Equinix Inc,Campbell Michael Earl,Chief Sales Officer,S - Sale+OE,$705.10 ,-67,"12,044",-1%,"($47,242)",,,,,
,3/3/22 16:17,3/2/22,PCH,Potlatchdeltic Corp,Covey Michael J,Dir,S - Sale,$55.27 ,"-61,448","131,168",-32%,"($3,396,280)",,,,,
,3/3/22 16:09,3/2/22,GLPI,"Gaming & Leisure Properties, Inc.",Demchyk Matthew,"SVP, Chief Investment Officer",S - Sale,$46.09 ,"-39,536","33,875",-54%,"($1,822,214)",,,,,
,3/3/22 11:49,3/2/22,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,242.75 ",30,"374,699",0%,"$37,283 ",,,,,
M,12/6/23 17:10,12/4/23,ISPO,Inspirato Inc,Handler Bradley A,Exec COB,P - Purchase,$4.25 ,259,"46,676",1%,"$1,100 ",,,,,
,12/6/23 17:10,12/5/23,IRM,Iron Mountain Inc,Marson Deborah,"EVP, GC, Sec.",S - Sale,$65.94 ,"-2,000","52,026",-4%,"($131,880)",,,,,
,12/6/23 16:42,12/4/23,ARE,"Alexandria Real Estate Equities, Inc.",Alsbrook Madeleine Thorp,EVP - Talent Management,S - Sale,$119.55 ,"-4,854","19,740",-20%,"($580,296)",,,,,
,12/6/23 16:34,12/5/23,GLPI,"Gaming & Leisure Properties, Inc.",Moore Brandon John,"COO, GC, Sec",G - Gift,$0.00 ,"-2,133","215,878",1%,$0 ,,,,,
M,12/6/23 16:32,12/4/23,HHH,Howard Hughes Holdings Inc.,"Pershing Square Capital Management, L.P.","Dir, 10%",P - Purchase,$74.89 ,"6,736","18,842,039",0%,"$504,452 ",,,,,
,12/6/23 16:16,12/5/23,IDCC,"Interdigital, Inc.",Pankaj Rajesh,CTO,S - Sale,$101.68 ,-650,"57,137",-1%,"($66,092)",,,,,
M,12/6/23 16:09,5/31/23,WELL,Welltower Inc.,Fieweger Joshua,"SVP, Chief Accounting Officer",A - Grant,$61.47 ,345,"11,437",3%,"$21,206 ",,,,,
M,12/6/23 16:08,5/31/23,WELL,Welltower Inc.,McQueen Matthew Grant,"EVP, Gen.Counsel, Secretary",A - Grant,$61.24 ,346,"27,957",1%,"$21,189 ",,,,,
M,12/6/23 16:07,5/31/23,WELL,Welltower Inc.,Burkart John F.,EVP-COO,A - Grant,$62.30 ,341,"1,205",39%,"$21,244 ",,,,,
M,12/6/23 16:06,5/31/23,WELL,Welltower Inc.,McHugh Timothy,EVP - CFO,A - Grant,$61.85 ,223,"23,915",1%,"$13,792 ",,,,,
,12/6/23 15:24,12/5/23,TPL,Texas Pacific Land Corp,Horizon Kinetics Asset Management LLC,10%,P - Purchase,"$1,487.80 ",3,"198,435",0%,"$4,463 ",,,,,
,12/5/23 19:36,12/1/23,AVB,Avalonbay Communities Inc,Breslin Sean J.,COO,G - Gift,$0.00 ,-125,"53,342",0%,$0 ,,,,,
,12/5/23 19:35,12/1/23,AVB,Avalonbay Communities Inc,Brown Terry S.,Dir,A - Grant,$0.00 ,190,"14,267",1%,$0 ,,,,,
,12/5/23 19:35,12/1/23,AVB,Avalonbay Communities Inc,Havner Ronald L Jr,Dir,A - Grant,$0.00 ,183,"15,015",1%,$0 ,,,,,
,12/5/23 19:33,12/1/23,AVB,Avalonbay Communities Inc,Mueller Charles E Jr,Dir,A - Grant,$0.00 ,140,"3,589",4%,$0 ,,,,,
,12/5/23 19:32,12/1/23,AVB,Avalonbay Communities Inc,Swanezy Susan,Dir,A - Grant,$0.00 ,169,"11,652",1%,$0 ,,,,,
,12/5/23 19:18,12/1/23,ACR,Acres Commercial Realty Corp.,Eagle Point Credit Management LLC,10%,P - Purchase,$22.25 ,"7,370","2,903,278",0%,"$163,983 ",,,,,
D,12/5/23 17:49,12/1/23,KRG,Kite Realty Group Trust,Kite John A,"COB, CEO",S - Sale+OE,$21.91 ,"-60,000","106,219",-36%,"($1,314,600)",,,,,
M,12/5/23 17:22,12/4/23,FRT,Federal Realty Investment Trust,Wood Donald C,CEO,S - Sale,$98.75 ,"-20,345","189,259",-10%,"($2,008,972)",,,,,
,12/5/23 16:39,12/1/23,FR,First Industrial Realty Trust Inc,Musil Scott A,CFO,G - Gift,$0.00 ,"-2,855","81,148",4%,$0 ,,,,,
M,12/5/23 16:38,12/1/23,EPRT,"Essential Properties Realty Trust, Inc.",Mavoides Peter M.,"Pres, CEO",S - Sale,$24.43 ,"-52,601","477,476",-10%,"($1,284,899)",,,,,
D,12/5/23 16:37,12/1/23,AFJK,"Aimei Health Technology Co., Ltd.",Aimei Investment Ltd,10%,P - Purchase,$10.00 ,"332,000","1,905,000",21%,"$3,320,000 ",,,,,
,12/5/23 16:27,12/1/23,ARE,"Alexandria Real Estate Equities, Inc.",McGrath Sheila K.,Dir,A - Grant,$0.00 ,"1,000","1,300",333%,$0 ,,,,,
,12/5/23 16:10,12/5/23,REG,Regency Centers Corp,Roth Alan Todd,"EVP, E. Regional Pres",S - Sale,$64.58 ,"-3,869","13,250",-23%,"($249,875)",,,,,
M,12/5/23 16:08,12/1/23,SKT,Tanger Inc.,Tanger Steven B,Exec Chair of the Board,S - Sale,$26.20 ,"-160,788","906,983",-15%,"($4,212,594)",,,,,
D,12/5/23 12:56,12/5/23,UMH,"Umh Properties, Inc.",Butewicz Amy Lynn,Dir,S - Sale+OE,$14.76 ,-800,"8,317",-9%,"($11,808)",,,,,
,12/5/23 10:54,12/4/23,TPL,Texas Pacific Land Corp,Horizon Kinetics Asset Management LLC,10%,P - Purchase,"$1,597.16 ",3,"198,432",0%,"$4,791 ",,,,,
A,12/5/23 9:37,3/3/23,CDP,Copt Defense Properties,Myers Matthew T,"SVP-CAO, CONTROLLER",A - Grant,$0.00 ,"2,624","6,374",70%,$0 ,,,,,
,12/4/23 17:44,11/30/23,APLE,"Apple Hospitality Reit, Inc.",Handlon Carolyn B,Dir,A - Grant,$16.67 ,"1,725","5,618",44%,"$28,756 ",,,,,
D,12/4/23 17:44,11/30/23,APLE,"Apple Hospitality Reit, Inc.",Woolley Howard E.,Dir,A - Grant,$16.67 ,"1,725","11,753",17%,"$28,756 ",,,,,
,12/4/23 17:42,11/30/23,APLE,"Apple Hospitality Reit, Inc.",McGarvie Blythe J,Dir,A - Grant,$16.67 ,"1,725","51,553",3%,"$28,756 ",,,,,
,12/4/23 17:40,11/30/23,APLE,"Apple Hospitality Reit, Inc.",Bunting Glenn W Jr,Dir,A - Grant,$16.67 ,"1,725","60,450",3%,"$28,756 ",,,,,
D,12/4/23 17:39,11/30/23,APLE,"Apple Hospitality Reit, Inc.",Fosheim Jon A,Dir,A - Grant,$16.67 ,"1,725","44,973",4%,"$28,756 ",,,,,
,12/4/23 17:37,11/30/23,APLE,"Apple Hospitality Reit, Inc.",Gathright Kristian M,Dir,A - Grant,$16.67 ,"1,725","982,918",0%,"$28,756 ",,,,,
,12/4/23 16:39,12/1/23,CPT,Camden Property Trust,Baker Laurie,EVP - COO,G - Gift,$92.62 ,-300,"64,068",0%,"($27,786)",,,,,
,12/4/23 16:15,11/30/23,CUZ,Cousins Properties Inc,McColl John S,EVP,A - Grant,$17.44 ,961,"31,775",3%,"$16,760 ",,,,,
,12/4/23 16:15,11/30/23,CUZ,Cousins Properties Inc,Adzema Gregg D,"EVP, CFO",A - Grant,$17.44 ,961,"118,068",1%,"$16,760 ",,,,,
,12/4/23 16:00,11/30/23,SUI,Sun Communities Inc,Underwood Baxter,"CEO - Safe Harbor Marinas, LLC",S - Sale,$128.99 ,"-2,000","66,896",-3%,"($257,980)",,,,,
,12/4/23 14:42,11/30/23,SBRA,"Sabra Health Care Reit, Inc.",Porter Clifton J II,Dir,A - Grant,$0.00 ,700,"35,348",2%,$0 ,,,,,
,12/4/23 14:41,11/30/23,SBRA,"Sabra Health Care Reit, Inc.",Malehorn Jeffrey A.,Dir,A - Grant,$0.00 ,967,"81,533",1%,$0 ,,,,,
,12/4/23 14:41,11/30/23,SBRA,"Sabra Health Care Reit, Inc.",Kono Ann,Dir,A - Grant,$0.00 ,688,"34,203",2%,$0 ,,,,,
,12/4/23 14:40,11/30/23,SBRA,"Sabra Health Care Reit, Inc.",Katzmann Lynne S,Dir,A - Grant,$0.00 ,"1,030","51,175",2%,$0 ,,,,,
,12/4/23 14:40,11/30/23,SBRA,"Sabra Health Care Reit, Inc.",Foster Michael J,Dir,A - Grant,$0.00 ,967,"115,295",1%,$0 ,,,,,
,12/4/23 14:39,11/30/23,SBRA,"Sabra Health Care Reit, Inc.",Cusack Catherine,Dir,A - Grant,$0.00 ,677,"38,656",2%,$0 ,,,,,
,12/4/23 14:37,11/30/23,SBRA,"Sabra Health Care Reit, Inc.",Barbarosh Craig A.,Dir,A - Grant,$0.00 ,967,"123,429",1%,$0 ,,,,,
,12/4/23 14:36,11/30/23,SBRA,"Sabra Health Care Reit, Inc.",Nevo-Hacohen Talya,"EVP, CIO, Treasurer",A - Grant,$0.00 ,"3,540","671,235",1%,$0 ,,,,,
,12/4/23 14:35,11/30/23,SBRA,"Sabra Health Care Reit, Inc.",Costa Michael Lourenco,"EVP, CFO, Secretary",A - Grant,$0.00 ,"1,706","185,915",1%,$0 ,,,,,
,12/4/23 14:32,11/30/23,SBRA,"Sabra Health Care Reit, Inc.",Matros Richard K,"Chair, CEO, Pres",A - Grant,$0.00 ,"10,907","1,921,542",1%,$0 ,,,,,
M,12/4/23 14:21,12/1/23,MDRR,"Medalist Diversified Reit, Inc.",O'Brien Timothy Patrick,Dir,P - Purchase,$5.42 ,"1,000","11,527",9%,"$5,420 ",,,,,
M,12/4/23 12:21,11/28/23,MDRR,"Medalist Diversified Reit, Inc.",Kavanaugh Frank,"CEO, Pres, 10%",P - Purchase,$23.40 ,418,"45,418",1%,"$9,781 ",,,,,
,12/4/23 11:56,12/1/23,TPL,Texas Pacific Land Corp,Horizon Kinetics Asset Management LLC,10%,P - Purchase,"$1,746.28 ",3,"198,429",0%,"$5,239 ",,,,,
,12/4/23 11:12,12/1/23,NA,"Starwood Real Estate Income Trust, Inc.",McCarthy John Patrick,Vice COB,S - Sale,$24.62 ,"-12,212","40,684",-23%,"($300,659)",,,,,
D,12/1/23 18:30,11/29/23,SBAC,Sba Communications Corp,Ciarfella Mark R,EVP - Operations,S - Sale+OE,$245.05 ,"-5,000","29,005",-15%,"($1,225,231)",,,,,
,12/1/23 18:14,11/29/23,GNL,"Global Net Lease, Inc.",Galloway Jesse Charles,See Remarks,A - Grant,$0.00 ,"48,354","48,354",New,$0 ,,,,,
,12/1/23 18:12,11/29/23,GNL,"Global Net Lease, Inc.",Masterson Christopher J.,"CFO, Secretary, Treasurer",A - Grant,$0.00 ,"75,267","169,178",80%,$0 ,,,,,
,12/1/23 18:12,11/29/23,GNL,"Global Net Lease, Inc.",Weil Edward M Jr.,Co-CEO,A - Grant,$0.00 ,"125,994","192,554",189%,$0 ,,,,,
M,12/1/23 17:26,11/30/23,MDRR,"Medalist Diversified Reit, Inc.",Neuman Emanuel D,Dir,P - Purchase,$5.25 ,337,"16,334",2%,"$1,769 ",,,,,
,12/1/23 16:47,12/1/23,ABQQ,Ab International Group Corp.,Deng Chiyuan,"CEO, 10%",D - Sale to issuer,$0.00 ,"-20,000",0,-100%,$0 ,,,,,
M,12/1/23 16:29,11/29/23,SELF,"Global Self Storage, Inc.",Tuxis Corp,"See ""Explanation of Responses""",S - Sale,$4.60 ,"-15,000","284,478",-5%,"($68,997)",,,,,
D,12/1/23 16:24,12/1/23,WY,Weyerhaeuser Co,Wold David M,"SVP, CFO",S - Sale+OE,$31.51 ,-923,"60,436",-2%,"($29,084)",,,,,
M,12/1/23 16:23,11/29/23,HHH,Howard Hughes Holdings Inc.,"Pershing Square Capital Management, L.P.","Dir, 10%",P - Purchase,$74.07 ,"145,121","18,835,303",1%,"$10,749,231 ",,,,,
,12/1/23 15:29,11/30/23,PSA,Public Storage,Havner Ronald L Jr,Dir,S - Sale,$258.09 ,"-10,000","354,613",-3%,"($2,580,933)",,,,,
,12/1/23 12:09,11/30/23,TPL,Texas Pacific Land Corp,Horizon Kinetics Asset Management LLC,10%,P - Purchase,"$1,671.95 ",3,"198,426",0%,"$5,016 ",,,,,
D,11/30/23 17:59,3/30/23,TMTC,Tmt Acquisition Corp.,2Tm Holding LP,10%,P - Purchase,$10.00 ,"370,000","1,717,000",27%,"$3,700,000 ",,,,,
D,11/30/23 17:59,3/30/23,TMTC,Tmt Acquisition Corp.,2Tm Holding LP,10%,D - Sale to issuer,$0.00 ,"-225,000","1,717,000",-12%,$0 ,,,,,
,11/30/23 17:39,11/30/23,BXMT,"Blackstone Mortgage Trust, Inc.",Marone Anthony F. Jr,CFO,S - Sale,$22.14 ,-507,"49,988",-1%,"($11,226)",,,,,
,11/30/23 17:36,11/30/23,BXMT,"Blackstone Mortgage Trust, Inc.",Keenan Katharine A,"CEO, Pres",S - Sale,$22.14 ,"-2,279","148,005",-2%,"($50,457)",,,,,
,11/30/23 16:32,11/29/23,FRT,Federal Realty Investment Trust,Berkes Jeffrey S,"Pres, COO",S - Sale,$94.86 ,"-4,870","65,470",-7%,"($461,968)",,,,,
,11/30/23 16:26,11/30/23,NNN,"Nnn Reit, Inc.",Steffens Gina M.,"EVP, GC",A - Grant,$40.02 ,"10,000","10,000",New,"$400,200 ",,,,,
M,11/30/23 11:36,11/28/23,MDRR,"Medalist Diversified Reit, Inc.",Neuman Emanuel D,Dir,P - Purchase,$5.18 ,"2,374","15,997",17%,"$12,286 ",,,,,
,11/30/23 10:35,11/29/23,TPL,Texas Pacific Land Corp,Horizon Kinetics Asset Management LLC,10%,P - Purchase,"$1,652.07 ",3,"198,423",0%,"$4,956 ",,,,,
,11/30/23 8:16,11/29/23,MDRR,"Medalist Diversified Reit, Inc.",Winn Charles Brent Jr.,CFO,P - Purchase,$5.10 ,615,"63,944",1%,"$3,137 ",,,,,
,11/30/23 6:25,11/27/23,IHT,Innsuites Hospitality Trust,Wirth James F,"Pres, CEO, 10%",P - Purchase,$384.00 ,300,"5,944,284",0%,"$115,200 ",,,,,
D,11/29/23 18:30,11/27/23,SBAC,Sba Communications Corp,Stoops Jeffrey,"CEO, Pres",S - Sale+OE,$237.94 ,"-37,889","414,937",-8%,"($9,015,253)",,,,,
,11/29/23 17:51,11/28/23,PLD,"Prologis, Inc.",Connor James B.,Dir,D - Sale to issuer,$110.53 ,"-68,100","4,234",-94%,"($7,527,093)",,,,,
,11/29/23 17:00,11/28/23,CXW,"Corecivic, Inc.","Carter, Cole G.","EVP,GC, Secretary",G - Gift,$0.00 ,"-4,000","177,817",-2%,$0 ,,,,,
D,11/29/23 17:00,11/27/23,SBAC,Sba Communications Corp,Koenig Joshua,"EVP, GC",S - Sale+OE,$238.50 ,"-1,275","5,181",-20%,"($304,088)",,,,,
M,11/29/23 16:40,11/27/23,ABR,Arbor Realty Trust Inc,Elenio Paul,CFO,P - Purchase,$11.97 ,"5,000","284,799",2%,"$59,825 ",,,,,
M,11/29/23 16:39,11/27/23,ABR,Arbor Realty Trust Inc,Kaufman Ivan,"COB, CEO, Pres",P - Purchase,$12.00 ,"40,000","3,644,282",1%,"$479,900 ",,,,,
M,11/29/23 16:30,11/27/23,BHM,"Bluerock Homes Trust, Inc.",Vohs Christopher J.,"CFO, Treasurer",P - Purchase,$14.48 ,"1,500","1,821",467%,"$21,725 ",,,,,
,11/29/23 16:29,11/29/23,HST,"Host Hotels & Resorts, Inc.",Baglivo Mary,Dir,S - Sale,$17.59 ,"-5,358","21,831",-20%,"($94,264)",,,,,
D,11/29/23 16:27,11/28/23,COLD,Americold Realty Trust,Chambers Robert Scott,"EVP, Chief Commercial Officer",S - Sale+OE,$28.22 ,"-9,100",0,-100%,"($256,802)",,,,,
DM,11/29/23 16:15,11/27/23,STAG,"Stag Industrial, Inc.",Butcher Benjamin S,Dir,S - Sale+OE,$36.24 ,"-39,966","7,522",-84%,"($1,448,210)",,,,,
,11/29/23 16:15,8/1/23,HHH,Howard Hughes Holdings Inc.,Winick Zachary,"CO-Pres, NEW YORK REGION",A - Grant,$0.00 ,"5,302","14,259",59%,$0 ,,,,,
,11/29/23 16:11,11/27/23,SKT,Tanger Inc.,Tanger Steven B,Exec Chair of the Board,S - Sale,$25.50 ,"-64,212","1,067,771",-6%,"($1,637,406)",,,,,
,11/29/23 16:08,11/28/23,CPT,Camden Property Trust,Sevilla-Sacasa Frances Aldrich,Dir,S - Sale,$89.55 ,"-4,314","17,685",-20%,"($386,323)",,,,,
A,11/29/23 12:13,11/21/23,MDRR,"Medalist Diversified Reit, Inc.",Ore Benjamin,CONTROLLER,P - Purchase,$5.32 ,500,"4,976",11%,"$2,662 ",,,,,
A,11/29/23 12:05,11/27/23,MDRR,"Medalist Diversified Reit, Inc.",Winn Charles Brent Jr.,CFO,P - Purchase,$5.10 ,385,"63,329",1%,"$1,964 ",,,,,
,11/29/23 12:04,11/28/23,TPL,Texas Pacific Land Corp,Horizon Kinetics Asset Management LLC,10%,P - Purchase,"$1,618.12 ",3,"198,420",0%,"$4,854 ",,,,,
,11/29/23 9:15,11/27/23,TURN,180 Degree Capital Corp. /ny/,Rendino Kevin,"COB, CEO",P - Purchase,$3.78 ,800,"681,096",0%,"$3,024 ",,,,,
,11/28/23 19:07,11/27/23,MDV,"Modiv Industrial, Inc.",Halfacre Aaron Scott,CEO,P - Purchase,$15.05 ,198,"32,306",1%,"$2,978 ",,,,,
M,11/28/23 17:18,11/24/23,HHH,Howard Hughes Holdings Inc.,"Pershing Square Capital Management, L.P.","Dir, 10%",P - Purchase,$73.34 ,"164,286","18,690,182",1%,"$12,048,717 ",,,,,
,11/28/23 16:47,11/27/23,MDRR,"Medalist Diversified Reit, Inc.",Winn Charles Brent Jr.,CFO,P - Purchase,$5.10 ,385,"63,329",1%,"$1,964 ",,,,,
,11/28/23 16:32,11/27/23,NNN,"Nnn Reit, Inc.",Adamo Jonathan,"EVP, Portfolio Operations",S - Sale,$39.85 ,"-4,000","56,450",-7%,"($159,400)",,,,,
,11/28/23 16:30,11/28/23,HT,Hersha Hospitality Trust,Landry Donald J,Dir,D - Sale to issuer,$0.00 ,"-197,021",0,-100%,$0 ,,,,,
D,11/28/23 16:30,11/28/23,HT,Hersha Hospitality Trust,Desfor David L,"Treasurer, Corp. Secretary",D - Sale to issuer,$0.00 ,"-5,700",0,-100%,$0 ,,,,,
,11/28/23 16:30,11/28/23,HT,Hersha Hospitality Trust,Morgan Dianna,Dir,D - Sale to issuer,$0.00 ,"-115,377",0,-100%,$0 ,,,,,
D,11/28/23 16:30,11/28/23,HT,Hersha Hospitality Trust,Shah Neil H,"Pres, COO",D - Sale to issuer,$0.00 ,"-660,611",0,-100%,$0 ,,,,,
D,11/28/23 16:30,11/28/23,HT,Hersha Hospitality Trust,Parikh Ashish R,CFO,D - Sale to issuer,$0.00 ,"-301,001",0,-100%,$0 ,,,,,
,11/28/23 16:30,11/28/23,HT,Hersha Hospitality Trust,Hsieh Jackson,Dir,D - Sale to issuer,$0.00 ,"-166,815",0,-100%,$0 ,,,,,
,11/28/23 16:30,11/28/23,HT,Hersha Hospitality Trust,Sabin John,Dir,D - Sale to issuer,$0.00 ,"-125,254",0,-100%,$0 ,,,,,
,11/28/23 16:30,11/28/23,HT,Hersha Hospitality Trust,Hutchison Thomas J III,Dir,D - Sale to issuer,$0.00 ,"-194,084",0,-100%,$0 ,,,,,
D,11/28/23 16:30,11/28/23,HT,Hersha Hospitality Trust,Shah Jay H,CEO,D - Sale to issuer,$0.00 ,"-620,855",0,-100%,$0 ,,,,,
,11/28/23 15:04,11/27/23,MDV,"Modiv Industrial, Inc.",Smith Kimberly J,Dir,P - Purchase,$15.00 ,43,"6,738",1%,$639 ,,,,,
,11/28/23 15:04,11/27/23,MDV,"Modiv Industrial, Inc.",Nolan Thomas H Jr,Dir,P - Purchase,$15.00 ,118,"18,643",1%,"$1,769 ",,,,,
,11/28/23 15:03,11/27/23,MDV,"Modiv Industrial, Inc.",Markman Adam Scott,Dir,P - Purchase,$15.00 ,120,"19,142",1%,"$1,798 ",,,,,
,11/28/23 11:23,11/27/23,TPL,Texas Pacific Land Corp,Horizon Kinetics Asset Management LLC,10%,P - Purchase,"$1,637.02 ",3,"198,417",0%,"$4,911 ",,,,,
,11/28/23 8:56,11/27/23,TURN,180 Degree Capital Corp. /ny/,Gift Alicia M,"Treasurer, Secretary",P - Purchase,$3.80 ,"1,000","42,465",2%,"$3,800 ",,,,,
,11/27/23 17:54,11/22/23,WELL,Welltower Inc.,Lopez Dennis G,Dir,A - Grant,$88.70 ,66,"9,679",1%,"$5,854 ",,,,,
,11/27/23 17:52,11/22/23,WELL,Welltower Inc.,Desalvo Karen B,Dir,A - Grant,$88.70 ,80,"11,690",1%,"$7,096 ",,,,,
,11/27/23 16:33,11/21/23,MDRR,"Medalist Diversified Reit, Inc.",Ore Benjamin,CONTROLLER,P - Purchase,$5.32 ,500,"4,976",11%,"$2,662 ",,,,,
,11/27/23 16:18,11/22/23,APLE,"Apple Hospitality Reit, Inc.",Gathright Kristian M,Dir,G - Gift,$0.00 ,-300,"981,193",0%,$0 ,,,,,
,11/27/23 16:05,11/22/23,SACH,Sachem Capital Corp.,Bernhard Leslie,Dir,S - Sale,$3.59 ,"-2,750","8,250",-25%,"($9,859)",,,,,
,11/27/23 12:02,11/24/23,TPL,Texas Pacific Land Corp,Horizon Kinetics Asset Management LLC,10%,P - Purchase,"$1,650.00 ",3,"198,414",0%,"$4,950 ",,,,,
D,11/24/23 16:58,11/21/23,DLB,"Dolby Laboratories, Inc.",Yeaman Kevin J,"Pres, CEO",S - Sale+OE,$84.80 ,"-45,150","171,436",-21%,"($3,828,578)",,,,,
D,11/24/23 16:17,11/21/23,ARR,"Armour Residential Reit, Inc.",Hain Robert C,Dir,D - Sale to issuer,$17.41 ,-270,"5,743",-4%,"($4,701)",,,,,
D,11/24/23 16:17,11/21/23,ARR,"Armour Residential Reit, Inc.",Hollihan John P III,Dir,D - Sale to issuer,$17.41 ,-216,"10,937",-2%,"($3,761)",,,,,
D,11/24/23 16:13,11/21/23,ARR,"Armour Residential Reit, Inc.",Downey Carolyn,Dir,A - Grant,$17.41 ,540,"15,112",4%,"$9,401 ",,,,,
D,11/24/23 16:13,11/21/23,ARR,"Armour Residential Reit, Inc.",Downey Carolyn,Dir,D - Sale to issuer,$17.41 ,-270,"15,112",-2%,"($4,701)",,,,,
M,11/24/23 16:11,11/21/23,ABR,Arbor Realty Trust Inc,Kaufman Ivan,"COB, CEO, Pres",P - Purchase,$12.18 ,"35,000","3,604,282",1%,"$426,450 ",,,,,
D,11/24/23 16:08,11/21/23,ARR,"Armour Residential Reit, Inc.",Ulm Scott,Co-CEO,D - Sale to issuer,$17.41 ,"-1,752","54,178",-3%,"($30,502)",,,,,
D,11/24/23 16:07,11/21/23,ARR,"Armour Residential Reit, Inc.",Mountain James R,CFO,S - Sale+OE,$17.41 ,-740,"19,502",-4%,"($12,883)",,,,,
D,11/24/23 16:06,11/21/23,ARR,"Armour Residential Reit, Inc.",Zimmer Jeffrey J,"Co-CEO, Pres",D - Sale to issuer,$17.41 ,"-1,752","49,207",-3%,"($30,502)",,,,,
D,11/24/23 16:05,11/21/23,ARR,"Armour Residential Reit, Inc.",Harper Gordon,"VP Finance, Controller",D - Sale to issuer,$17.41 ,-214,"10,250",-2%,"($3,726)",,,,,
D,11/24/23 16:04,11/21/23,ARR,"Armour Residential Reit, Inc.",Gruber Mark,CIO,D - Sale to issuer,$17.41 ,-342,"21,928",-2%,"($5,954)",,,,,
,11/24/23 16:00,11/21/23,SKT,Tanger Inc.,Tanger Steven B,Exec Chair of the Board,S - Sale,$25.01 ,"-75,000","1,131,983",-6%,"($1,875,750)",,,,,
,11/24/23 15:57,11/21/23,ABR,Arbor Realty Trust Inc,Elenio Paul,CFO,P - Purchase,$12.20 ,"2,500","279,799",1%,"$30,500 ",,,,,
,11/24/23 13:22,11/21/23,SELF,"Global Self Storage, Inc.",Zachary William Chester,Dir,A - Grant,$4.71 ,"2,494","3,853",184%,"$11,747 ",,,,,
,11/24/23 13:13,11/21/23,SELF,"Global Self Storage, Inc.",Burke Russell E III,Dir,A - Grant,$4.71 ,"2,494","25,794",11%,"$11,747 ",,,,,
,11/24/23 10:59,11/22/23,TPL,Texas Pacific Land Corp,Horizon Kinetics Asset Management LLC,10%,P - Purchase,"$1,642.00 ",3,"198,411",0%,"$4,926 ",,,,,
,11/24/23 8:18,11/22/23,IDCC,"Interdigital, Inc.",Schmidt Joshua D.,"CLO, Corp Sec",S - Sale,$100.00 ,-682,"18,446",-4%,"($68,200)",,,,,
D,11/24/23 6:00,11/20/23,SBAC,Sba Communications Corp,Krouse George R Jr,Dir,S - Sale+OE,$234.43 ,-500,"8,001",-6%,"($117,213)",,,,,
,11/22/23 18:26,11/21/23,ISPO,Inspirato Inc,Grosse Eric,CEO,P - Purchase,$4.67 ,768,"9,866",8%,"$3,587 ",,,,,
,11/22/23 17:27,11/21/23,ISPO,Inspirato Inc,Kaiden Robert,CFO,P - Purchase,$4.67 ,771,"125,771",1%,"$3,601 ",,,,,
,11/22/23 17:20,11/21/23,ISPO,Inspirato Inc,Payne Ann L,Dir,P - Purchase,$4.67 ,768,"9,866",8%,"$3,587 ",,,,,
,11/22/23 17:18,11/21/23,ISPO,Inspirato Inc,Berman Scott D,Dir,P - Purchase,$4.67 ,700,"10,689",7%,"$3,268 ",,,,,
,11/22/23 17:11,3/6/23,ISPO,Inspirato Inc,Kallery David S,Pres,S - Sale,$1.06 ,"-23,578","9,092",-72%,"($24,993)",,,,,
,11/22/23 17:04,11/21/23,ISPO,Inspirato Inc,Handler Bradley A,Exec COB,P - Purchase,$4.67 ,768,"46,417",2%,"$3,587 ",,,,,
,11/22/23 17:00,11/21/23,CXW,"Corecivic, Inc.","Carter, Cole G.","EVP,GC, Secretary",S - Sale,$13.53 ,"-39,345","181,817",-18%,"($532,338)",,,,,
